constraint_name	src_table	src_column	tgt_schema	tgt_table	tgt_column	column_position
sys_c0012356	project_ignored_publication	publication_id	gold	publication	publication_id	1
project_library_fk1	project_library	project_id	gold	project	project_id	1
project_library_fk2	project_library	library_id	gold	library	id	1
fk_projectroth_id	project_other_publication	project_id	gold	project	project_id	1
fk_publicationoth	project_other_publication	publication_id	gold	publication	publication_id	1
fk_project_relation_1	project_relation	parent_project_id	gold	project	project_id	1
fk_project_relation_2	project_relation	child_project_id	gold	project	project_id	1
fk_project_relation_3	project_relation	relation	gold	cvrelation	term	1
project_relevance_cvrelev_fk1	project_relevance	relevance_id	gold	cvrelevance	id	1
project_relevance_project_fk1	project_relevance	project_id	gold	project	project_id	1
project_sequencing_center_fk1	project_sequencing_center	project_id	gold	project	project_id	1
project_sequencing_center_fk2	project_sequencing_center	institution_id	gold	institution	id	1
project_seq_method_fk1	project_sequencing_method	project_id	gold	project	project_id	1
sys_c0012353	project_unassigned_publication	project_id	gold	project	project_id	1
sys_c0012354	project_unassigned_publication	publication_id	gold	publication	publication_id	1
publication_journal_fk1	publication	journal_id	gold	journal	journal_id	1
fk_seq_method_is_curated	sequencing_method	is_curated	gold	cvyes_no	term	1
sequencing_method_mapping_fk1	sequencing_method_mapping	sequencing_method_id	gold	sequencing_method	id	1
sequencing_method_mapping_fk2	sequencing_method_mapping	mapped_id	gold	sequencing_method	id	1
shiro_permission_1	shiro_permission	contact_id	gold	contact	contact_id	1
shiro_permission_2	shiro_permission	study_id	gold	study	study_id	1
shiro_permission_3	shiro_permission	project_id	gold	project	project_id	1
shiro_permission_4	shiro_permission	analysis_project_id	gold	analysis_project	analysis_project_id	1
shiro_permission_5	shiro_permission	biosample_id	gold	biosample	biosample_id	1
shiro_permission_7	shiro_permission	organism_id	gold	organism_v2	organism_id	1
fk_sraexp_public_yes_no	sra_experiment_v2	is_public	gold	cvyes_no	term	1
fk_sraexp_study_id	sra_experiment_v2	sra_study_id	gold	sra_study_v2	sra_study_id	1
fk_sraexp_test_yes_no	sra_experiment_v2	is_test	gold	cvyes_no	term	1
sra_experiment_v2_1	sra_experiment_v2	submitter_id	gold	contact	contact_id	1
sys_c0012287	sra_experiment_v2	project_id	gold	project	project_id	1
sys_c0012288	sra_experiment_v2	sra_sample_id	gold	sra_sample_v2	sra_sample_id	1
sys_c0012289	sra_experiment_v2	sequencing_method_id	gold	sequencing_method	id	1
fk_srarun_public_yes_no	sra_run_v2	is_public	gold	cvyes_no	term	1
fk_srarun_test_yes_no	sra_run_v2	is_test	gold	cvyes_no	term	1
sys_c0012293	sra_run_v2	sra_experiment_id	gold	sra_experiment_v2	sra_experiment_id	1
fk_srasample_public_yes_no	sra_sample_v2	is_public	gold	cvyes_no	term	1
fk_srasample_test_yes_no	sra_sample_v2	is_test	gold	cvyes_no	term	1
fk_srastudy_public_yes_no	sra_study_v2	is_public	gold	cvyes_no	term	1
fk_srastudy_test_yes_no	sra_study_v2	is_test	gold	cvyes_no	term	1
sys_c0012280	sra_study_v2	study_id	gold	study	study_id	1
fk_study_test_yes_no	study	is_test	gold	cvyes_no	term	1
proposal_contact_fk1	study	contact_id	gold	contact	contact_id	1
study_ecosystem_path_id	study	ecosystem_path_id	gold	ecosystem_classification_2	ecosystem_id	1
study_mod_by_fk	study	last_mod_by	gold	contact	contact_id	1
study_owner	study	owner_id	gold	contact	contact_id	1
fk_study_ncbi_bioproject_bioproject	study_ncbi_bioproject	ncbi_bioproject_id	gold	ncbi_bioproject	ncbi_bioproject_id	1
fk_study_ncbi_bioproject_study	study_ncbi_bioproject	study_id	gold	study	study_id	1
study_relevance_cvrelevan_fk1	study_relevance	relevance_id	gold	cvrelevance	id	1
study_relevance_study_fk1	study_relevance	study_id	gold	study	study_id	1
